booking_id,package_id,user_id,booking_date,travel_date,lead_time_days,group_size,final_price_paid
BKG03114,PKG0018,USR0075,2024-11-23,2024-11-25,2,2,46630
BKG03115,PKG0001,USR0291,2025-09-07,2025-09-22,15,1,52130
BKG03116,PKG0051,USR0397,2025-01-05,2025-02-04,30,1,16330
BKG03117,PKG0036,USR0221,2024-08-06,2024-11-04,90,1,7560
BKG03118,PKG0056,USR0028,2024-01-24,2024-03-24,60,4,107550
BKG03119,PKG0008,USR0389,2024-10-03,2024-10-05,2,2,116340
BKG03120,PKG0030,USR0130,2024-03-26,2024-04-05,10,6,712430
BKG03121,PKG0046,USR0073,2025-02-18,2025-06-18,120,8,170500
BKG03122,PKG0033,USR0042,2025-04-07,2025-04-17,10,3,105160
BKG03123,PKG0044,USR0215,2024-09-22,2024-10-07,15,2,131990
BKG03124,PKG0043,USR0095,2024-04-04,2024-06-03,60,2,48770
BKG03125,PKG0001,USR0220,2024-10-31,2024-11-05,5,4,279530
BKG03126,PKG0038,USR0085,2025-03-05,2025-07-03,120,4,256850
BKG03127,PKG0025,USR0247,2024-06-13,2024-06-15,2,8,95010
BKG03128,PKG0011,USR0357,2025-08-07,2025-09-06,30,6,232410
BKG03129,PKG0056,USR0200,2025-07-28,2025-09-26,60,6,180030
BKG03130,PKG0021,USR0306,2025-08-15,2025-09-29,45,6,106960
BKG03131,PKG0048,USR0316,2024-11-20,2025-01-19,60,4,37040
BKG03132,PKG0039,USR0008,2025-04-14,2025-06-13,60,3,43510
BKG03133,PKG0053,USR0076,2024-11-20,2024-12-05,15,1,41120
BKG03134,PKG0007,USR0059,2025-02-20,2025-04-06,45,4,38720
BKG03135,PKG0059,USR0135,2024-01-04,2024-01-14,10,4,109730
BKG03136,PKG0046,USR0231,2024-05-08,2024-07-07,60,2,47840
BKG03137,PKG0038,USR0325,2025-08-15,2025-10-14,60,3,226440
BKG03138,PKG0041,USR0050,2024-07-11,2024-07-31,20,2,20550
BKG03139,PKG0059,USR0216,2024-06-19,2024-06-29,10,6,136900
BKG03140,PKG0007,USR0308,2024-12-22,2025-01-21,30,5,40010
BKG03141,PKG0020,USR0108,2025-08-13,2025-12-11,120,1,22980
BKG03142,PKG0054,USR0008,2025-01-07,2025-01-17,10,4,96970
BKG03143,PKG0036,USR0009,2024-11-10,2024-12-25,45,2,14590
BKG03144,PKG0021,USR0258,2024-05-07,2024-08-05,90,2,34580
BKG03145,PKG0022,USR0359,2025-04-11,2025-05-01,20,4,35620
BKG03146,PKG0018,USR0212,2024-12-26,2025-01-10,15,3,56180
BKG03147,PKG0044,USR0278,2024-12-09,2024-12-24,15,5,368350
BKG03148,PKG0031,USR0059,2025-04-14,2025-05-04,20,4,128700
BKG03149,PKG0037,USR0220,2025-07-20,2025-10-18,90,2,60640
BKG03150,PKG0038,USR0305,2025-03-22,2025-04-11,20,4,366030
BKG03151,PKG0020,USR0196,2025-03-23,2025-06-21,90,3,68110
BKG03152,PKG0046,USR0325,2025-09-27,2025-10-12,15,4,125470
BKG03153,PKG0017,USR0051,2024-04-16,2024-05-16,30,2,53170
BKG03154,PKG0031,USR0046,2025-09-23,2025-11-22,60,1,35310
BKG03155,PKG0053,USR0211,2025-09-30,2025-10-20,20,2,61320
BKG03156,PKG0023,USR0279,2025-03-30,2025-04-04,5,3,322090
BKG03157,PKG0005,USR0258,2024-02-03,2024-02-23,20,4,71200
BKG03158,PKG0001,USR0342,2025-03-06,2025-04-20,45,2,104540
BKG03159,PKG0020,USR0109,2025-04-10,2025-06-09,60,2,48500
BKG03160,PKG0002,USR0283,2024-07-19,2024-07-29,10,2,18980
BKG03161,PKG0040,USR0241,2024-12-25,2024-12-27,2,2,60140
BKG03162,PKG0040,USR0238,2025-02-09,2025-02-19,10,4,80230
BKG03163,PKG0051,USR0004,2024-08-17,2024-11-15,90,5,80480
BKG03164,PKG0058,USR0260,2024-09-27,2024-11-26,60,4,115580
BKG03165,PKG0042,USR0158,2025-02-28,2025-03-10,10,10,527550
BKG03166,PKG0030,USR0345,2025-02-28,2025-03-10,10,5,518490
BKG03167,PKG0013,USR0017,2024-06-06,2024-07-21,45,5,111930
BKG03168,PKG0030,USR0192,2025-06-15,2025-07-15,30,10,839880
BKG03169,PKG0009,USR0380,2024-12-09,2025-04-08,120,4,56720
BKG03170,PKG0043,USR0088,2025-03-16,2025-04-05,20,2,62890
BKG03171,PKG0060,USR0124,2025-02-04,2025-02-19,15,5,28770
BKG03172,PKG0002,USR0099,2025-02-06,2025-03-23,45,4,32340
BKG03173,PKG0057,USR0027,2025-08-14,2025-10-13,60,2,24230
BKG03174,PKG0013,USR0220,2025-02-03,2025-02-18,15,1,25310
BKG03175,PKG0003,USR0373,2024-11-21,2025-01-20,60,3,392960
BKG03176,PKG0031,USR0265,2024-08-24,2024-08-29,5,10,361730
BKG03177,PKG0010,USR0051,2024-05-09,2024-05-29,20,2,36230
BKG03178,PKG0031,USR0259,2025-08-13,2025-09-27,45,4,117970
BKG03179,PKG0048,USR0201,2024-09-23,2025-01-21,120,6,47010
BKG03180,PKG0041,USR0284,2024-11-26,2025-02-24,90,2,15340
BKG03181,PKG0012,USR0105,2024-01-27,2024-02-16,20,2,88130
BKG03182,PKG0059,USR0224,2025-08-30,2025-09-19,20,4,91300
BKG03183,PKG0024,USR0079,2025-07-10,2025-08-09,30,4,80050
BKG03184,PKG0045,USR0041,2024-01-26,2024-02-05,10,2,78830
BKG03185,PKG0024,USR0381,2025-04-09,2025-10-06,180,2,29350
BKG03186,PKG0028,USR0325,2025-01-01,2025-01-11,10,3,54910
BKG03187,PKG0051,USR0096,2024-08-15,2024-12-13,120,1,15930
BKG03188,PKG0045,USR0153,2024-09-08,2024-09-13,5,2,73810
BKG03189,PKG0019,USR0372,2025-01-22,2025-03-08,45,6,169460
BKG03190,PKG0047,USR0395,2024-02-22,2024-03-23,30,3,82860
BKG03191,PKG0041,USR0141,2024-05-27,2024-08-25,90,2,16060
BKG03192,PKG0011,USR0322,2025-08-16,2025-11-14,90,4,195710
BKG03193,PKG0014,USR0053,2025-09-02,2025-12-01,90,5,30030
BKG03194,PKG0056,USR0063,2024-10-16,2024-11-05,20,5,191060
BKG03195,PKG0030,USR0135,2024-04-05,2024-04-07,2,2,277890
BKG03196,PKG0015,USR0040,2025-01-05,2025-02-04,30,1,6860
BKG03197,PKG0031,USR0107,2025-05-17,2025-06-16,30,2,62300
BKG03198,PKG0018,USR0012,2025-05-13,2025-06-12,30,6,83910
BKG03199,PKG0059,USR0321,2025-03-05,2025-03-10,5,2,59880
BKG03200,PKG0022,USR0193,2025-04-06,2025-04-16,10,3,29740
BKG03201,PKG0026,USR0083,2024-01-11,2024-05-10,120,6,183280
BKG03202,PKG0052,USR0092,2025-09-13,2025-09-18,5,2,25880
BKG03203,PKG0050,USR0017,2024-12-17,2025-03-17,90,10,47280
BKG03204,PKG0037,USR0178,2025-09-20,2025-10-20,30,4,116080
BKG03205,PKG0059,USR0308,2024-06-11,2024-12-08,180,4,91990
BKG03206,PKG0007,USR0268,2024-05-04,2024-06-18,45,5,40090
BKG03207,PKG0056,USR0099,2025-07-02,2025-08-01,30,4,127700
BKG03208,PKG0010,USR0012,2024-06-05,2024-06-07,2,2,41270
BKG03209,PKG0014,USR0111,2024-04-27,2024-04-29,2,2,19290
BKG03210,PKG0004,USR0112,2024-05-21,2024-06-10,20,6,46620
BKG03211,PKG0007,USR0113,2024-05-09,2024-07-08,60,2,14840
BKG03212,PKG0056,USR0138,2024-07-23,2024-08-07,15,1,42520
BKG03213,PKG0036,USR0048,2025-07-18,2025-08-02,15,1,7350
BKG03214,PKG0038,USR0334,2025-05-22,2025-08-20,90,6,385060
BKG03215,PKG0025,USR0224,2025-02-13,2025-02-23,10,4,53720
BKG03216,PKG0048,USR0099,2024-07-21,2024-08-05,15,1,9020
BKG03217,PKG0047,USR0352,2024-10-14,2024-10-29,15,3,89450
BKG03218,PKG0026,USR0202,2025-08-24,2025-09-13,20,2,61290
BKG03219,PKG0048,USR0160,2024-07-29,2025-01-25,180,6,46990
BKG03220,PKG0039,USR0370,2025-04-01,2025-05-16,45,4,79920
BKG03221,PKG0044,USR0217,2024-10-05,2024-12-04,60,2,121850
BKG03222,PKG0024,USR0164,2025-09-13,2025-11-12,60,4,73860
BKG03223,PKG0059,USR0197,2025-08-03,2025-08-08,5,1,32970
BKG03224,PKG0053,USR0181,2024-03-06,2024-07-04,120,5,124010
BKG03225,PKG0052,USR0231,2024-02-04,2024-02-24,20,3,28940
BKG03226,PKG0008,USR0262,2025-02-23,2025-04-09,45,5,216380
BKG03227,PKG0024,USR0151,2025-06-27,2025-08-26,60,2,33180
BKG03228,PKG0001,USR0181,2024-04-27,2024-06-11,45,5,204280
BKG03229,PKG0048,USR0093,2025-03-15,2025-04-04,20,2,17650
BKG03230,PKG0026,USR0096,2024-03-15,2024-07-13,120,1,25680
BKG03231,PKG0008,USR0111,2025-01-15,2025-01-30,15,3,162160
BKG03232,PKG0041,USR0075,2024-05-05,2024-07-04,60,1,7940
BKG03233,PKG0005,USR0005,2024-01-12,2024-07-10,180,4,71900
BKG03234,PKG0005,USR0368,2025-04-21,2025-04-26,5,1,35240
BKG03235,PKG0057,USR0291,2024-08-26,2024-10-10,45,4,53240
BKG03236,PKG0045,USR0288,2024-10-17,2024-11-01,15,6,252040
BKG03237,PKG0006,USR0309,2024-08-10,2024-08-30,20,3,30940
BKG03238,PKG0020,USR0053,2025-09-14,2025-11-13,60,2,51760
BKG03239,PKG0029,USR0344,2025-03-07,2025-07-05,120,2,42870
BKG03240,PKG0022,USR0350,2024-11-21,2024-12-01,10,4,39140
BKG03241,PKG0036,USR0164,2024-02-20,2024-04-05,45,2,14630
BKG03242,PKG0025,USR0253,2024-10-08,2025-04-06,180,5,48080
BKG03243,PKG0053,USR0216,2025-04-08,2025-04-28,20,3,116660
BKG03244,PKG0007,USR0088,2025-08-28,2025-09-17,20,4,29030
BKG03245,PKG0056,USR0197,2024-01-22,2024-03-07,45,5,165580
BKG03246,PKG0058,USR0146,2025-08-12,2025-08-22,10,4,100000
BKG03247,PKG0038,USR0003,2024-10-18,2024-11-07,20,1,98150
BKG03248,PKG0057,USR0068,2025-02-16,2025-02-26,10,5,77540
BKG03249,PKG0043,USR0019,2025-06-24,2025-06-29,5,4,143120
BKG03250,PKG0057,USR0021,2024-01-17,2024-02-01,15,1,17060
BKG03251,PKG0028,USR0036,2025-03-01,2025-04-30,60,2,27260
BKG03252,PKG0001,USR0371,2024-11-20,2024-11-30,10,6,339340
BKG03253,PKG0014,USR0386,2024-03-22,2024-05-06,45,10,63620
BKG03254,PKG0053,USR0285,2025-05-20,2025-08-18,90,3,80260
BKG03255,PKG0014,USR0314,2024-11-01,2024-11-11,10,1,8510
BKG03256,PKG0002,USR0357,2025-05-20,2025-06-19,30,5,42180
BKG03257,PKG0015,USR0329,2024-05-04,2024-05-09,5,2,22140
BKG03258,PKG0029,USR0192,2024-04-15,2024-06-14,60,2,40770
BKG03259,PKG0048,USR0015,2024-01-11,2024-01-31,20,5,48340
BKG03260,PKG0016,USR0072,2024-11-26,2025-01-10,45,2,72890
BKG03261,PKG0035,USR0353,2024-08-19,2024-09-03,15,4,18610
BKG03262,PKG0004,USR0088,2025-01-12,2025-05-12,120,2,17770
BKG03263,PKG0032,USR0276,2024-02-23,2024-03-24,30,2,44990
BKG03264,PKG0051,USR0133,2024-02-14,2024-02-24,10,4,63190
BKG03265,PKG0042,USR0057,2024-11-07,2024-12-07,30,1,59430
BKG03266,PKG0050,USR0039,2025-09-19,2025-11-03,45,2,14730
BKG03267,PKG0039,USR0195,2024-06-23,2024-07-13,20,2,34050
BKG03268,PKG0017,USR0071,2024-05-02,2024-06-16,45,5,97880
BKG03269,PKG0022,USR0065,2024-05-31,2024-06-30,30,4,30400
BKG03270,PKG0023,USR0386,2025-02-27,2025-03-09,10,2,150150
BKG03271,PKG0060,USR0327,2024-05-05,2024-05-25,20,2,11240
BKG03272,PKG0027,USR0268,2025-08-14,2025-10-13,60,2,16580
BKG03273,PKG0019,USR0245,2024-10-14,2024-10-24,10,2,69170
BKG03274,PKG0007,USR0165,2025-05-09,2025-05-24,15,6,60410
BKG03275,PKG0036,USR0116,2024-10-30,2025-01-28,90,4,26700
BKG03276,PKG0058,USR0365,2025-07-25,2025-08-09,15,6,137400
BKG03277,PKG0016,USR0125,2024-07-29,2024-08-28,30,2,65740
BKG03278,PKG0034,USR0356,2025-05-21,2025-08-19,90,6,189010
BKG03279,PKG0017,USR0031,2024-08-09,2024-10-08,60,3,53030
BKG03280,PKG0051,USR0240,2024-07-11,2024-08-25,45,3,47760
BKG03281,PKG0043,USR0250,2024-08-01,2024-08-06,5,4,148150
BKG03282,PKG0015,USR0303,2025-06-10,2025-12-07,180,4,24410
BKG03283,PKG0020,USR0161,2024-11-15,2024-12-15,30,2,61600
BKG03284,PKG0047,USR0363,2024-06-06,2024-06-16,10,6,179510
BKG03285,PKG0031,USR0259,2024-05-13,2024-08-11,90,6,154580
BKG03286,PKG0054,USR0113,2025-01-29,2025-02-08,10,2,48140
BKG03287,PKG0025,USR0232,2025-06-09,2025-07-24,45,3,31410
BKG03288,PKG0001,USR0104,2024-07-11,2024-08-10,30,2,88050
BKG03289,PKG0039,USR0036,2024-06-17,2024-10-15,120,6,78810
BKG03290,PKG0021,USR0352,2025-08-14,2025-11-12,90,2,38520
BKG03291,PKG0005,USR0332,2025-04-17,2025-05-07,20,2,52110
BKG03292,PKG0051,USR0055,2024-09-03,2024-09-13,10,4,66940
BKG03293,PKG0002,USR0009,2024-07-10,2024-11-07,120,2,16470
BKG03294,PKG0053,USR0137,2025-06-27,2025-07-12,15,1,37780
BKG03295,PKG0043,USR0232,2024-05-01,2024-05-21,20,5,147000
BKG03296,PKG0009,USR0282,2025-03-17,2025-03-22,5,4,69130
BKG03297,PKG0037,USR0109,2025-05-29,2025-06-18,20,6,186760
BKG03298,PKG0023,USR0221,2024-02-24,2024-02-26,2,3,281400
BKG03299,PKG0060,USR0226,2024-04-10,2024-04-15,5,2,18030
BKG03300,PKG0013,USR0026,2025-03-08,2025-03-18,10,5,131360
BKG03301,PKG0045,USR0100,2025-02-16,2025-04-17,60,2,68830
BKG03302,PKG0044,USR0091,2025-06-26,2025-07-06,10,3,187400
BKG03303,PKG0037,USR0312,2025-03-19,2025-04-18,30,2,86070
BKG03304,PKG0025,USR0056,2024-09-11,2025-03-10,180,2,17480
BKG03305,PKG0014,USR0057,2024-02-24,2024-04-09,45,1,6870
BKG03306,PKG0050,USR0019,2024-09-01,2024-09-11,10,3,19450
BKG03307,PKG0050,USR0034,2024-10-09,2024-10-29,20,2,11530
BKG03308,PKG0020,USR0116,2025-02-18,2025-06-18,120,3,60880
BKG03309,PKG0040,USR0201,2024-08-13,2024-09-12,30,1,20040
BKG03310,PKG0045,USR0376,2024-10-01,2025-01-29,120,2,62280
BKG03311,PKG0013,USR0254,2024-07-27,2024-11-24,120,2,44540
BKG03312,PKG0029,USR0178,2025-09-02,2025-11-01,60,5,116780
BKG03313,PKG0053,USR0148,2024-04-06,2024-05-06,30,4,144530
BKG03314,PKG0038,USR0095,2025-09-29,2025-10-09,10,2,151360
BKG03315,PKG0045,USR0245,2024-09-01,2024-09-16,15,2,76090
BKG03316,PKG0057,USR0088,2024-03-12,2024-03-27,15,2,30930
BKG03317,PKG0027,USR0086,2025-04-11,2025-04-21,10,2,26520
BKG03318,PKG0028,USR0073,2025-04-30,2025-06-14,45,10,119230
BKG03319,PKG0031,USR0220,2024-06-30,2024-08-14,45,6,169500
BKG03320,PKG0030,USR0136,2024-06-23,2024-07-08,15,8,749670
BKG03321,PKG0058,USR0348,2024-01-10,2024-04-09,90,4,99840
BKG03322,PKG0049,USR0305,2025-04-30,2025-05-15,15,4,162430
BKG03323,PKG0033,USR0299,2024-09-10,2024-11-09,60,2,50710
BKG03324,PKG0012,USR0242,2024-01-18,2024-01-23,5,6,377040
BKG03325,PKG0003,USR0291,2024-10-24,2024-10-29,5,3,501000
BKG03326,PKG0024,USR0117,2024-06-20,2024-07-10,20,5,76840
BKG03327,PKG0048,USR0387,2024-04-06,2024-04-21,15,6,60200
BKG03328,PKG0027,USR0052,2024-12-09,2025-02-07,60,2,15150
BKG03329,PKG0045,USR0232,2024-12-25,2025-01-14,20,2,74570
BKG03330,PKG0052,USR0280,2025-05-13,2025-06-27,45,5,48500
BKG03331,PKG0003,USR0130,2024-01-14,2024-01-29,15,2,355790
BKG03332,PKG0003,USR0181,2024-12-07,2024-12-22,15,2,327950
BKG03333,PKG0045,USR0266,2025-09-02,2025-09-17,15,5,170770
BKG03334,PKG0045,USR0248,2025-06-15,2025-06-25,10,4,146760
BKG03335,PKG0028,USR0373,2024-05-31,2024-06-02,2,3,51230
BKG03336,PKG0001,USR0211,2024-05-25,2024-11-21,180,8,338960
BKG03337,PKG0044,USR0183,2024-09-07,2024-10-07,30,6,317840
BKG03338,PKG0027,USR0296,2025-03-17,2025-04-16,30,4,37580
BKG03339,PKG0042,USR0185,2024-04-01,2024-04-16,15,8,432790
BKG03340,PKG0015,USR0100,2025-01-21,2025-05-21,120,1,6700
BKG03341,PKG0006,USR0328,2024-10-07,2024-10-09,2,4,47310
BKG03342,PKG0022,USR0321,2025-04-05,2025-04-20,15,2,21050
BKG03343,PKG0041,USR0270,2024-12-23,2025-01-12,20,4,37670
BKG03344,PKG0030,USR0170,2025-03-03,2025-04-17,45,5,535440
BKG03345,PKG0037,USR0142,2024-02-12,2024-03-03,20,2,81670
BKG03346,PKG0020,USR0297,2024-12-17,2025-01-06,20,2,60520
BKG03347,PKG0005,USR0314,2025-04-10,2025-04-20,10,5,133910
BKG03348,PKG0030,USR0291,2024-12-21,2025-02-04,45,2,186310
BKG03349,PKG0055,USR0148,2024-01-09,2024-01-11,2,2,44080
BKG03350,PKG0053,USR0256,2024-05-30,2024-07-14,45,4,135280
BKG03351,PKG0033,USR0239,2025-06-19,2025-07-19,30,2,48030
BKG03352,PKG0050,USR0149,2024-06-15,2024-06-20,5,3,21440
BKG03353,PKG0024,USR0156,2024-03-07,2024-04-06,30,1,22700
BKG03354,PKG0045,USR0151,2024-02-11,2024-03-12,30,4,123140
BKG03355,PKG0053,USR0112,2025-08-30,2025-09-09,10,4,129240
BKG03356,PKG0023,USR0064,2024-11-09,2024-11-24,15,4,368720
BKG03357,PKG0051,USR0003,2024-01-01,2024-01-03,2,3,69960
BKG03358,PKG0055,USR0026,2024-12-24,2025-01-03,10,2,42000
BKG03359,PKG0049,USR0146,2025-05-29,2025-06-28,30,1,32750
BKG03360,PKG0016,USR0341,2025-07-28,2025-08-17,20,1,36750
BKG03361,PKG0014,USR0080,2024-10-04,2024-10-24,20,4,23050
BKG03362,PKG0019,USR0074,2024-07-20,2024-07-25,5,5,188880
BKG03363,PKG0043,USR0222,2024-03-23,2024-04-07,15,4,152890
BKG03364,PKG0040,USR0149,2025-04-29,2025-05-14,15,1,27530
BKG03365,PKG0048,USR0182,2025-01-30,2025-02-04,5,1,11320
BKG03366,PKG0052,USR0217,2024-04-10,2024-06-09,60,4,35640
BKG03367,PKG0025,USR0134,2025-09-03,2025-09-18,15,2,22940
BKG03368,PKG0015,USR0160,2025-03-22,2025-03-24,2,6,54780
BKG03369,PKG0046,USR0348,2025-08-15,2025-09-14,30,2,64580
BKG03370,PKG0052,USR0072,2024-07-23,2024-09-21,60,2,19790
BKG03371,PKG0022,USR0129,2025-07-21,2025-08-10,20,5,38650
BKG03372,PKG0030,USR0103,2024-03-28,2024-05-27,60,2,199690
BKG03373,PKG0030,USR0153,2025-04-17,2025-05-02,15,2,234030
BKG03374,PKG0017,USR0280,2025-03-23,2025-04-22,30,2,53540
BKG03375,PKG0008,USR0050,2025-03-28,2025-04-12,15,4,211360
BKG03376,PKG0060,USR0356,2025-01-01,2025-01-31,30,8,47030
BKG03377,PKG0051,USR0240,2025-04-22,2025-05-07,15,2,41820
BKG03378,PKG0048,USR0216,2025-04-17,2025-05-07,20,4,39320
BKG03379,PKG0038,USR0015,2024-01-28,2024-03-13,45,4,250330
BKG03380,PKG0031,USR0393,2024-05-23,2024-06-22,30,2,64660
BKG03381,PKG0046,USR0315,2024-09-05,2024-09-25,20,4,116980
BKG03382,PKG0032,USR0298,2024-05-10,2024-06-09,30,4,89560
BKG03383,PKG0019,USR0318,2025-08-02,2025-08-22,20,4,117940
BKG03384,PKG0050,USR0151,2025-02-06,2025-02-26,20,4,26450
BKG03385,PKG0007,USR0065,2024-01-07,2024-04-06,90,2,18760
BKG03386,PKG0006,USR0237,2025-06-14,2025-08-13,60,10,84470
BKG03387,PKG0034,USR0236,2024-03-27,2024-03-29,2,2,106920
BKG03388,PKG0004,USR0029,2024-04-19,2024-04-24,5,2,26970
BKG03389,PKG0060,USR0171,2024-10-24,2024-11-13,20,3,18880
BKG03390,PKG0001,USR0290,2024-12-05,2024-12-20,15,4,273060
BKG03391,PKG0040,USR0032,2025-08-21,2025-09-05,15,4,83180
BKG03392,PKG0010,USR0346,2024-02-24,2024-03-25,30,3,45070
BKG03393,PKG0032,USR0360,2024-05-27,2024-08-25,90,3,68860
BKG03394,PKG0009,USR0288,2025-05-22,2025-08-20,90,4,46820
BKG03395,PKG0050,USR0070,2024-06-07,2024-06-22,15,5,34100
BKG03396,PKG0038,USR0155,2024-01-07,2024-03-07,60,2,129040
BKG03397,PKG0058,USR0249,2024-07-24,2024-08-23,30,2,49770
BKG03398,PKG0042,USR0059,2024-06-05,2024-06-07,2,8,473450
BKG03399,PKG0023,USR0310,2025-06-16,2025-12-13,180,2,125740
BKG03400,PKG0004,USR0050,2024-04-16,2024-05-16,30,5,48920
BKG03401,PKG0005,USR0243,2025-06-01,2025-06-16,15,4,107850
BKG03402,PKG0018,USR0228,2024-05-04,2024-07-03,60,3,39170
BKG03403,PKG0055,USR0154,2024-07-07,2024-07-17,10,4,72370
BKG03404,PKG0015,USR0121,2025-07-13,2025-07-28,15,6,43320
BKG03405,PKG0058,USR0134,2025-03-25,2025-04-04,10,2,65930
BKG03406,PKG0042,USR0337,2025-03-18,2025-03-28,10,2,106240
BKG03407,PKG0054,USR0075,2024-07-08,2024-08-22,45,2,35890
BKG03408,PKG0016,USR0073,2024-09-03,2024-10-18,45,2,62710
BKG03409,PKG0016,USR0088,2025-07-13,2025-08-02,20,2,63950
BKG03410,PKG0047,USR0103,2024-10-23,2024-12-07,45,3,90100
BKG03411,PKG0005,USR0149,2025-08-25,2025-09-09,15,3,64130
BKG03412,PKG0023,USR0253,2024-10-08,2024-10-13,5,2,156080
BKG03413,PKG0019,USR0201,2024-04-19,2024-04-24,5,4,178900
BKG03414,PKG0014,USR0238,2025-03-11,2025-09-07,180,6,26160
BKG03415,PKG0031,USR0076,2025-04-13,2025-05-03,20,2,80980
BKG03416,PKG0059,USR0062,2024-01-12,2024-02-26,45,6,127070
BKG03417,PKG0054,USR0298,2025-09-26,2025-10-26,30,10,174480
BKG03418,PKG0036,USR0228,2024-12-29,2025-02-12,45,4,22030
BKG03419,PKG0030,USR0072,2025-04-14,2025-04-29,15,4,462380
BKG03420,PKG0009,USR0142,2024-06-11,2024-07-01,20,4,46070
BKG03421,PKG0009,USR0184,2025-05-30,2025-06-19,20,1,12380
BKG03422,PKG0047,USR0108,2025-06-21,2025-07-01,10,2,58040
BKG03423,PKG0040,USR0200,2024-06-27,2024-07-17,20,2,39100
BKG03424,PKG0053,USR0336,2025-07-30,2025-09-28,60,4,108440
BKG03425,PKG0056,USR0174,2024-05-23,2024-06-02,10,4,140450
BKG03426,PKG0038,USR0143,2024-11-06,2024-11-11,5,2,230780
BKG03427,PKG0044,USR0202,2025-05-10,2025-08-08,90,4,218530
BKG03428,PKG0039,USR0193,2025-09-12,2025-10-02,20,3,52510
BKG03429,PKG0021,USR0338,2025-06-03,2025-10-01,120,2,31700
BKG03430,PKG0042,USR0398,2024-09-22,2024-10-07,15,2,123460
BKG03431,PKG0044,USR0067,2025-08-25,2025-09-14,20,5,233810
BKG03432,PKG0058,USR0298,2025-09-24,2025-10-14,20,2,54290
BKG03433,PKG0058,USR0207,2024-01-31,2024-04-30,90,2,54530
BKG03434,PKG0038,USR0376,2024-04-08,2024-05-08,30,3,285850
BKG03435,PKG0004,USR0341,2025-05-02,2025-06-16,45,1,8070
BKG03436,PKG0018,USR0166,2024-08-30,2024-09-14,15,5,67670
BKG03437,PKG0035,USR0054,2024-06-27,2024-07-07,10,4,22370
BKG03438,PKG0040,USR0373,2025-03-06,2025-03-21,15,3,64460
BKG03439,PKG0034,USR0033,2024-09-13,2024-12-12,90,3,146870
BKG03440,PKG0058,USR0059,2024-03-15,2024-04-14,30,2,54420
BKG03441,PKG0028,USR0227,2025-09-13,2025-10-13,30,4,54830
BKG03442,PKG0006,USR0324,2024-06-27,2024-08-11,45,4,40630
BKG03443,PKG0033,USR0165,2025-04-05,2025-07-04,90,5,104970
BKG03444,PKG0008,USR0194,2025-08-10,2025-08-12,2,8,390160
BKG03445,PKG0050,USR0285,2024-09-15,2024-10-05,20,4,23850
BKG03446,PKG0008,USR0252,2024-10-19,2024-11-03,15,2,104220
BKG03447,PKG0019,USR0116,2024-06-14,2024-07-14,30,2,69090
BKG03448,PKG0025,USR0223,2024-07-15,2024-08-04,20,2,19390
BKG03449,PKG0037,USR0045,2024-04-08,2024-04-18,10,4,191820
BKG03450,PKG0058,USR0105,2024-05-23,2024-09-20,120,6,112700
BKG03451,PKG0044,USR0003,2025-02-21,2025-03-08,15,5,320410
BKG03452,PKG0004,USR0291,2024-03-14,2024-04-13,30,2,22180
BKG03453,PKG0010,USR0175,2025-06-24,2025-07-14,20,2,31430
BKG03454,PKG0049,USR0255,2024-07-31,2024-10-29,90,1,28420
BKG03455,PKG0051,USR0293,2025-05-27,2025-06-26,30,3,44820
BKG03456,PKG0059,USR0181,2025-07-26,2025-11-23,120,6,130590
BKG03457,PKG0010,USR0071,2025-03-25,2025-05-09,45,3,52430
BKG03458,PKG0037,USR0219,2024-03-13,2024-04-12,30,2,88890
BKG03459,PKG0009,USR0292,2025-06-13,2025-07-03,20,4,44460
BKG03460,PKG0039,USR0153,2025-05-25,2025-06-09,15,6,94670
BKG03461,PKG0057,USR0119,2025-07-07,2025-08-06,30,1,14350
BKG03462,PKG0001,USR0170,2024-10-23,2024-10-28,5,2,128130
BKG03463,PKG0010,USR0129,2025-01-01,2025-01-31,30,3,51980
BKG03464,PKG0009,USR0035,2024-06-10,2024-07-25,45,2,26070
BKG03465,PKG0003,USR0148,2025-08-12,2026-02-08,180,2,218330
BKG03466,PKG0028,USR0124,2025-09-17,2026-01-15,120,5,65430
BKG03467,PKG0059,USR0257,2025-09-25,2025-10-15,20,4,95680
BKG03468,PKG0014,USR0030,2024-04-23,2024-04-28,5,5,45130
BKG03469,PKG0029,USR0299,2024-09-26,2024-10-26,30,2,45090
BKG03470,PKG0037,USR0335,2024-12-12,2024-12-22,10,6,252040
BKG03471,PKG0019,USR0216,2024-12-08,2025-01-07,30,1,30430
BKG03472,PKG0023,USR0392,2024-07-28,2024-09-26,60,3,183760
BKG03473,PKG0052,USR0281,2024-12-03,2025-01-02,30,2,22220
BKG03474,PKG0006,USR0388,2024-03-04,2024-03-19,15,1,13250
BKG03475,PKG0059,USR0121,2025-07-31,2025-09-14,45,4,105380
BKG03476,PKG0032,USR0313,2024-02-06,2024-05-06,90,5,110610
BKG03477,PKG0022,USR0178,2025-03-02,2025-03-12,10,2,17060
BKG03478,PKG0049,USR0307,2024-03-23,2024-03-25,2,6,217210
BKG03479,PKG0034,USR0283,2024-05-12,2024-09-09,120,3,112280
BKG03480,PKG0029,USR0139,2024-04-16,2024-05-01,15,4,121420
